Make,cc,Age,Gender,DriveStyle,Serviced,Daily_commute,Commute_type,mpg,l_day
Mercedes Benz,1600,51,female,rational,no,47,highway,45.499444444999995,5.810510506772848
Peugeot,2000,36,male,rational,yes,41,urban,32.66634,7.060019579787634
Volkswagen,2500,18,male,speedy,yes,31,urban,23.5197648,7.4139772009964995
Toyota,1600,39,male,speedy,yes,26,highway,47.774947499999996,3.061227853782571
Nissan,1400,41,male,speedy,no,43,highway,49.1394000006,4.9222212724829095
Audi,1600,81,male,nervous,yes,22,urban,42.874571249999995,2.886326239355688
Skoda,2000,66,female,speedy,no,23,urban,25.199468002799996,5.134036956082752
Dacia,1300,34,male,speedy,yes,30,highway,58.79993538461538,2.86990111292116
Opel,2000,15,female,rational,yes,40,urban,31.110799999999998,7.232215179294651
Peugeot,1600,57,female,rational,yes,31,highway,50.555499999999995,3.4491796144830933
Ford,1600,33,female,rational,yes,45,urban,38.8885,6.508993661365184
Mazda,1000,69,male,nervous,no,29,urban,61.73869660686,2.642184059031052
BMW,1500,45,male,rational,yes,43,urban,43.555119999999995,5.553308084101249
Honda,1600,47,female,speedy,yes,45,urban,34.999649999999995,7.23221517929465
Opel,900,27,female,rational,no,41,highway,80.88790123555555,2.851168054520188
Ford,1300,58,male,rational,yes,36,urban,50.25590769230769,4.029377028464162
Ford,1600,38,male,rational,yes,42,highway,53.083275,4.450554341268507
Hyundai,1300,44,female,rational,yes,48,urban,47.86276923076923,5.641127839849826
Renault,2000,71,female,rational,yes,48,highway,40.4444,6.675831511902759
Nissan,1600,41,male,speedy,yes,41,urban,36.7496325,6.275572959811231
BMW,1600,32,female,rational,yes,23,urban,38.8885,3.3268189824755385
Toyota,1600,64,male,slow,no,33,urban,36.74922417075,5.05112704250626
Mercedes Benz,1400,49,female,distracted,no,32,rural,46.285148572,3.888936420286014
Peugeot,2000,64,female,rational,yes,38,highway,40.4444,5.285033280256351
Nissan,1500,65,male,rational,no,46,highway,50.9593777784,5.07757377111609
Skoda,1500,58,female,nervous,no,20,urban,39.1991724488,2.8699585468785567
Mazda,1300,41,female,speedy,yes,36,highway,55.99993846153846,3.616075402280661
Volkswagen,1300,29,male,rational,yes,48,urban,50.25590769230769,5.372502704618883
Volkswagen,2000,48,male,rational,yes,43,highway,42.46662,5.6956499010281485
Ford,1600,26,female,rational,no,34,urban,34.999261114999996,5.464401073256773
Hyundai,1300,46,male,nervous,yes,49,urban,52.76870307692308,5.223266518379469
Jaguar,1600,21,male,speedy,yes,44,highway,47.774947499999996,5.180539444862813
BMW,2000,44,male,speedy,yes,24,highway,38.219958000000005,3.5321859851337347
Ford,2000,31,male,speedy,no,49,highway,34.39758000042001,8.012918350553571
Opel,2000,19,male,rational,yes,25,highway,42.46662,3.311424361062877
Nissan,1300,37,male,rational,no,30,urban,45.229814364,3.730946110942123
Hyundai,1300,36,male,rational,no,26,urban,45.229814364,3.2334866294831732
Ford,1600,52,male,rational,yes,40,highway,53.083275,4.238623182160483
BMW,1500,29,female,rational,no,29,highway,48.53274074133333,3.3611330724018473
Renault,1300,70,male,slow,yes,24,urban,50.25590769230769,2.6862513523094416
Peugeot,1500,78,male,speedy,no,39,highway,45.86344000056,4.783221668442694
Mini,1500,25,male,slow,yes,24,highway,56.622159999999994,2.3842255399652714
Toyota,1500,42,female,speedy,yes,48,highway,48.53328,5.563192926585634
Dacia,2400,28,male,speedy,yes,35,urban,24.499755000000004,8.03579464366072
Volkswagen,1500,38,male,rational,no,38,urban,39.1991724488,5.452921239069258
Skoda,1500,25,female,rational,yes,49,rural,47.99994666666666,5.7421938802154235
Volvo,1000,29,male,rational,no,21,highway,76.43906666759999,1.545348539035332
Ford,1600,30,female,rational,yes,28,urban,38.8885,4.050040500405004
Toyota,1400,60,male,rational,yes,33,urban,46.6662,3.9777183486120573
Ford,1600,17,female,rational,yes,25,urban,38.8885,3.6161075896473247
Seat,1500,44,male,speedy,yes,49,urban,39.199608,7.031320313203132
Kia,2000,43,male,rational,no,20,urban,29.3993793366,3.826611395838075
Mercedes Benz,1500,20,male,speedy,yes,41,urban,39.199608,5.883349649823028
Citroen,1500,81,male,rational,yes,25,urban,43.555119999999995,3.22866749075654
Hyundai,2000,40,male,speedy,no,21,highway,34.39758000042001,3.434107864522959
Skoda,2000,27,male,nervous,no,38,urban,30.86934830343,6.924344430564136
Nissan,1000,58,male,speedy,yes,49,urban,58.799412000000004,4.687546875468754
Mercedes Benz,1500,60,female,speedy,yes,36,urban,37.33296,5.424161384470987
Nissan,1500,48,male,rational,yes,32,highway,56.622159999999994,3.178967386620362
Nissan,2000,29,female,rational,no,22,urban,27.999408891999998,4.419736162192978
Hyundai,2000,38,male,rational,no,41,urban,29.3993793366,7.844553361468053
Vauxhall,2000,42,female,rational,yes,39,urban,31.110799999999998,7.051409799812284
Ford,2500,28,male,rational,yes,37,highway,33.973296,6.126135067966323
Volkswagen,2000,36,male,nervous,no,42,highway,40.13051000049,5.8870420534679315
Volkswagen,1500,41,female,rational,yes,41,urban,41.48106666666666,5.559765419082762
Renault,2000,30,female,nervous,no,20,rural,34.01958420042,3.3069187247330047
Land Rover,2000,30,male,distracted,yes,25,highway,42.46662,3.311424361062877
Nissan,1600,59,female,speedy,yes,42,highway,45.49995,5.192313398146591
Seat,1600,26,male,speedy,yes,35,urban,36.7496325,5.357196429107148
Seat,1400,66,male,distracted,yes,22,highway,60.6666,2.039837406414732
Hyundai,1500,29,female,rational,no,46,highway,48.53274074133333,5.331452459671896
Nissan,1500,39,female,rational,yes,26,highway,53.92586666666666,2.712056551710497
Skoda,2000,21,female,speedy,yes,30,highway,36.39996,4.635994105488027
BMW,1400,55,male,speedy,yes,47,highway,54.599940000000004,4.8420382879541615
Hyundai,1000,76,female,speedy,yes,27,urban,55.99944,2.7120806922354936
Opel,2000,25,male,rational,yes,40,urban,32.66634,6.8878239802806185
Audi,2000,57,male,rational,no,44,highway,38.219533333799994,6.475746258814725
Ford,1500,24,female,rational,yes,25,highway,53.92586666666666,2.607746684337016
Peugeot,2000,62,female,rational,no,27,urban,27.999408891999998,5.424221653600473
Peugeot,1600,43,female,rational,no,30,urban,34.999261114999996,4.821530358755975
Kia,1400,26,male,rational,yes,37,highway,60.6666,3.4306356380611405
Renault,2000,31,male,rational,yes,43,highway,42.46662,5.6956499010281485
Volkswagen,1300,23,female,rational,yes,38,urban,47.86276923076923,4.465892873214446
Alfa Romeo,1400,30,male,speedy,yes,35,urban,41.99958,4.687546875468755
Audi,2000,47,male,speedy,yes,34,highway,38.219958000000005,5.003930145606124
Dacia,2000,26,male,speedy,yes,34,urban,29.399706000000002,6.50516709248725
Skoda,2500,40,male,rational,yes,31,urban,26.133072,6.672579480896851
Nissan,1300,23,male,nervous,yes,44,highway,68.59992461538462,3.6078756848151725
Volkswagen,2000,25,male,speedy,no,35,highway,34.39758000042001,5.723513107538265
Renault,2000,26,male,rational,yes,37,highway,42.46662,4.900908054373058
BMW,1000,59,female,rational,no,49,highway,72.799111112,3.7861039206365628
Toyota,1500,52,female,speedy,no,30,urban,33.599290670399995,5.022427457037474
Seat,2000,44,male,speedy,no,30,urban,26.45944140294,6.377685659730125
Volkswagen,1600,64,male,speedy,yes,27,urban,36.7496325,4.132694388168372
Kia,2000,72,male,distracted,yes,28,highway,42.46662,3.708795284390422
Hyundai,1600,33,male,rational,no,28,urban,36.74922417075,4.285804763338645
Citroen,1600,29,male,nervous,yes,46,highway,55.737438749999995,4.642301580461481
Vauxhall,1600,25,female,rational,yes,27,highway,50.555499999999995,3.0041241803562424
Hyundai,1600,25,female,speedy,no,45,urban,31.499335003499997,8.035883931259958
Peugeot,2000,67,male,rational,yes,33,highway,42.46662,4.371080156602997
Mazda,1000,55,female,rational,yes,30,rural,71.99992,2.34375260416956
Ford,2400,51,male,rational,yes,41,urban,27.221950000000003,8.47202349574516
Mazda,2000,21,male,rational,yes,47,urban,32.66634,8.093193176829727
Renault,2400,21,female,rational,no,36,highway,30.33296296333333,6.675905688632634
Toyota,1000,53,female,rational,no,34,highway,72.799111112,2.627092516360064
BMW,2000,66,male,rational,yes,42,highway,42.46662,5.563192926585634
Audi,1000,36,male,rational,yes,40,highway,84.93324,2.6491394888503015
Volkswagen,2000,50,female,speedy,no,20,highway,32.7596000004,3.43410786452296
BMW,1400,43,male,rational,yes,25,highway,60.6666,2.3179970527440137
Citroen,1600,45,male,rational,yes,23,highway,53.083275,2.4372083297422775
Vauxhall,2000,56,male,rational,no,28,highway,38.219533333799994,4.120929437427552
Toyota,1600,30,male,rational,no,32,urban,36.74922417075,4.898062586672737
Toyota,1600,27,male,speedy,yes,23,urban,36.7496325,3.5204433676989835
Ford,1400,40,male,rational,yes,41,highway,60.6666,3.8015151665001827
Opel,1300,36,male,distracted,yes,30,highway,65.33326153846153,2.5829110016290446
Ford,1300,25,female,rational,no,37,highway,55.99931624,3.716563236379973
Ford,1500,48,male,rational,yes,33,urban,43.555119999999995,4.261841087798633
Mercedes Benz,1400,47,male,distracted,no,49,urban,41.999113338,6.5626385438623
Jaguar,1600,51,male,slow,yes,31,urban,40.832924999999996,4.270450867773984
Ford,1400,59,male,speedy,yes,41,highway,54.599940000000004,4.223905740555757
Volkswagen,1300,24,female,speedy,yes,39,highway,55.99993846153846,3.917415019137383
Volkswagen,1600,16,female,rational,yes,29,urban,38.8885,4.194684803990897
Nissan,1600,73,female,rational,yes,33,highway,50.555499999999995,3.6717073315465187
Renault,1600,64,female,speedy,no,20,highway,40.949500000499995,2.747286291618368
Hyundai,1600,21,female,slow,yes,21,highway,50.555499999999995,2.3365410291659665
Toyota,1600,26,male,rational,yes,28,urban,40.832924999999996,3.857181428957147
Seat,2000,53,male,rational,yes,48,highway,42.46662,6.357934773240724
Toyota,1600,41,male,speedy,yes,28,highway,47.774947499999996,3.2967069194581535
Volvo,1600,63,male,speedy,yes,47,urban,36.7496325,7.193949490515314
Toyota,1500,55,female,rational,no,38,rural,43.199472000533326,4.9479771418817595
Nissan,1600,24,female,rational,yes,33,highway,50.555499999999995,3.6717073315465187
Renault,1300,30,male,rational,yes,27,urban,50.25590769230769,3.0220327713481216
Toyota,2000,23,male,rational,no,49,highway,38.219533333799994,7.211626515498216
Audi,1600,47,female,rational,no,32,urban,34.999261114999996,5.142965716006374
Fiat,1400,72,female,speedy,no,25,urban,35.999240003999994,3.9063324665847023
Opel,1600,31,male,distracted,yes,36,urban,40.832924999999996,4.9592332658020455
Mazda,1600,53,male,rational,yes,37,urban,40.832924999999996,5.096989745407658
Volkswagen,1000,17,female,rational,yes,46,highway,80.8888,3.198835932786739
Skoda,2000,26,female,rational,yes,34,urban,31.110799999999998,6.147382902400453
Ford,2000,23,male,slow,yes,22,urban,32.66634,3.78830318915434
Skoda,1500,36,male,speedy,yes,45,highway,50.95994399999999,4.967136541594317
Toyota,2000,30,male,speedy,yes,29,highway,38.219958000000005,4.26805806536993
Dacia,1400,54,male,slow,yes,43,rural,53.99994000000001,4.479171643524047
Toyota,2000,34,male,speedy,yes,33,highway,38.219958000000005,4.856755729558885
Volkswagen,1000,48,female,rational,yes,45,urban,62.221599999999995,4.068121038353241
Seat,1500,28,male,rational,yes,47,highway,56.622159999999994,4.669108349098657
Audi,1300,57,male,distracted,no,41,highway,58.799282051999995,3.9222417681230093
Toyota,1500,27,male,rational,yes,28,urban,43.555119999999995,3.6161075896473247
Toyota,2000,49,male,rational,yes,46,urban,32.66634,7.920997577322711
Ford,2000,45,female,distracted,no,33,highway,36.399555556,5.099650178816595
Ford,2000,46,male,rational,yes,43,urban,32.66634,7.404410778801665
Toyota,1300,34,female,speedy,yes,21,highway,55.99993846153846,2.109377317997052
Honda,1000,60,male,speedy,no,44,urban,52.91888280588,4.676969483802092
Peugeot,1600,50,male,rational,yes,29,urban,40.832924999999996,3.9949379085627594
Volkswagen,1500,57,male,nervous,yes,49,highway,59.453268,4.635994105488028
Hyundai,2400,25,male,rational,no,42,urban,24.499482780500003,9.643060717511949
Peugeot,1400,49,male,rational,yes,23,rural,53.99994000000001,2.3958359953733277
Hyundai,1600,37,male,rational,yes,38,highway,53.083275,4.026692023052459
Ford,1500,25,male,rational,no,20,highway,50.9593777784,2.207640770050474
Nissan,1500,23,male,rational,yes,32,urban,43.555119999999995,4.132694388168371
Opel,1600,47,male,rational,no,27,urban,36.74922417075,4.132740307505122
Renault,1300,72,male,speedy,yes,47,rural,52.33840338461538,5.0512622262701985
Peugeot,1300,17,male,speedy,yes,33,highway,58.79993538461538,3.1568912242132763
Renault,1500,47,male,rational,yes,39,highway,56.622159999999994,3.8743665024435665
Renault,1600,34,female,rational,yes,39,highway,50.555499999999995,4.339290482736795
Volkswagen,1500,34,female,speedy,yes,48,highway,48.53328,5.563192926585634
Citroen,2000,60,male,rational,no,49,urban,29.3993793366,9.375197919803284
Renault,1300,52,female,rational,no,45,rural,49.845544616,5.078187066668121
Nissan,2000,36,male,rational,no,21,urban,29.3993793366,4.017941965629979
Nissan,1000,18,male,speedy,yes,28,highway,76.43991600000001,2.0604418246613454
Nissan,1500,23,male,rational,yes,28,highway,56.622159999999994,2.781596463292817
Mazda,1600,57,female,rational,yes,25,highway,50.555499999999995,2.781596463292817
Volkswagen,1500,29,female,rational,yes,43,rural,47.99994666666666,5.039068098964555
Skoda,1600,28,female,rational,yes,28,highway,50.555499999999995,3.1153880388879553
Volkswagen,2000,62,male,rational,yes,49,highway,42.46662,6.490391747683239
Nissan,1300,30,female,rational,no,34,highway,55.99931624,3.4152202712680837
Hyundai,2000,32,female,rational,yes,46,urban,31.110799999999998,8.317047456188849
Volkswagen,1600,38,male,rational,no,35,highway,47.774416667249994,4.120929437427552
Kia,1600,27,female,speedy,no,45,highway,40.949500000499995,6.181394156141328
Citroen,1400,60,female,speedy,yes,26,highway,51.999942857142855,2.812503090662737
Volkswagen,2000,29,female,rational,yes,44,highway,40.4444,6.119512219244196
Opel,1600,41,male,speedy,yes,31,urban,36.7496325,4.7449454086377605
Kia,1000,28,female,slow,yes,20,rural,71.99992,1.5625017361130402
Dacia,2000,82,male,rational,yes,22,highway,42.46662,2.914053437735332
Volkswagen,1500,25,male,slow,yes,24,urban,43.555119999999995,3.0995207911262783
Hyundai,2000,70,male,nervous,no,42,urban,30.86934830343,7.65322279167615
Toyota,2000,68,male,speedy,yes,22,rural,34.0199622,3.637570179310781
Toyota,1500,29,male,rational,no,31,rural,45.35944560056,3.8442930175021184
Seat,1300,22,male,rational,no,46,urban,45.229814364,5.720784036777922
Renault,1600,49,male,rational,yes,42,urban,40.832924999999996,5.78577214343572
Seat,2000,34,male,rational,yes,47,urban,32.66634,8.093193176829727
Vauxhall,2000,38,female,rational,yes,24,highway,40.4444,3.3379157559513795
Dacia,2500,55,male,rational,yes,45,highway,33.973296,7.450704812391474
Volkswagen,1000,47,female,rational,yes,31,highway,80.8888,2.1557372590519326
Ford,1500,28,female,speedy,yes,35,highway,48.53328,4.056494842302024
Toyota,1600,38,male,rational,yes,23,urban,40.832924999999996,3.168399030929085
Mazda,1400,30,male,speedy,yes,30,highway,54.599940000000004,3.090662736992018
Hyundai,1600,39,male,rational,yes,35,urban,40.832924999999996,4.821476786196434
Nissan,1600,49,male,speedy,no,41,rural,38.2720322254725,6.025940787291254
Peugeot,2000,54,male,nervous,yes,29,urban,34.299656999999996,4.755878462574714
Honda,900,27,male,rational,no,33,urban,65.33195408133332,2.841258961409771
Ford,2000,64,male,rational,yes,30,highway,42.46662,3.9737092332754527
Renault,2000,37,male,distracted,yes,42,urban,32.66634,7.232215179294649
Toyota,1600,31,male,speedy,no,22,urban,33.074301753674995,3.7415755870416745
Mini,1600,55,male,distracted,yes,39,urban,40.832924999999996,5.372502704618883
Kia,2000,29,male,rational,yes,22,urban,32.66634,3.78830318915434
Ford,1600,48,male,speedy,yes,45,urban,36.7496325,6.887823980280619
Mercedes Benz,1600,27,male,speedy,yes,41,urban,36.7496325,6.275572959811231
Vauxhall,1600,78,male,rational,yes,40,highway,53.083275,4.238623182160483
Opel,1000,14,male,rational,yes,37,highway,84.93324,2.450454027186529
Hyundai,1000,52,male,nervous,yes,26,highway,89.179902,1.6399434930978058
Nissan,2000,51,female,speedy,yes,26,highway,36.39996,4.017861558089624
Rover,1600,32,male,rational,yes,23,highway,53.083275,2.4372083297422775
Jaguar,2000,23,female,rational,no,25,urban,27.999408891999998,5.022427457037474
Ford,1000,74,female,slow,no,44,urban,55.998817783999996,4.419736162192978
Volkswagen,2000,26,male,speedy,yes,37,highway,38.219958000000005,5.445453393747841
Ford,2500,53,female,slow,yes,36,highway,32.35552,6.258592042408838
Ford,1600,36,male,rational,yes,33,urban,40.832924999999996,4.545963826985209
Toyota,1300,35,male,rational,yes,23,highway,65.33326153846153,1.9802317679156007
Dacia,2000,53,male,rational,no,40,rural,34.01958420042,6.6138374494660095
Suzuki,1400,23,female,rational,yes,26,highway,57.77771428571429,2.531252781596463
Kia,1500,24,female,rational,yes,20,highway,53.92586666666666,2.086197347469613
Toyota,1600,35,female,speedy,yes,46,rural,40.499955,6.388895987662208
Fiat,1300,43,male,rational,no,29,highway,58.799282051999995,2.7742685676967627
Volkswagen,1000,32,male,rational,no,43,urban,58.7987586732,4.113607250525931
Ford,1300,65,male,nervous,yes,44,urban,52.76870307692308,4.690280138952993
Renault,1500,33,female,rational,yes,36,rural,47.99994666666666,4.218754687505209
Vauxhall,1500,26,female,rational,yes,32,highway,53.92586666666666,3.337915755951381
Skoda,2000,48,female,rational,yes,40,highway,40.4444,5.563192926585633
