Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Skoda,2000,29,male,speedy,yes,40,highway
Toyota,1600,38,male,rational,yes,47,urban
Kia,1300,35,male,distracted,yes,46,highway
Volkswagen,1600,26,female,slow,yes,27,urban
Vauxhall,1500,48,male,rational,yes,29,highway
Skoda,1600,20,female,rational,yes,45,urban
Nissan,1500,29,female,distracted,no,34,urban
Audi,1300,48,male,speedy,yes,25,urban
Skoda,1500,22,female,rational,yes,32,urban
Citroen,1600,39,male,nervous,no,38,urban
Dacia,2000,32,male,rational,no,48,rural
Opel,1600,66,male,distracted,yes,42,highway
Volvo,1300,31,female,rational,yes,33,urban
Mercedes Benz,1300,33,female,rational,yes,42,urban
Dacia,1600,28,female,speedy,yes,46,urban
Vauxhall,2000,75,male,rational,yes,35,highway
Mercedes Benz,2000,50,male,rational,yes,25,urban
BMW,1500,61,female,distracted,yes,26,highway
Volkswagen,2000,41,male,rational,no,27,highway
Ford,2000,34,male,rational,yes,49,rural
Dacia,1000,30,female,rational,yes,26,rural
Nissan,1400,35,female,rational,yes,42,highway
Vauxhall,1600,19,male,rational,no,45,urban
Volkswagen,2400,26,male,slow,yes,25,urban
Mercedes Benz,1600,29,female,rational,yes,48,urban
Skoda,1300,29,male,speedy,yes,35,urban
Ford,1500,54,female,slow,yes,46,urban
Nissan,2400,31,male,rational,yes,28,highway
Mercedes Benz,1500,70,female,nervous,yes,38,urban
Kia,2400,57,female,rational,no,34,urban
Audi,1000,59,female,speedy,yes,46,urban
Dacia,1300,29,female,nervous,no,41,urban
Nissan,1400,66,male,speedy,yes,35,highway
Kia,1500,31,male,rational,yes,37,urban
Peugeot,2000,36,female,speedy,no,34,urban
Ford,2000,60,male,rational,yes,47,highway
Peugeot,1300,27,female,rational,no,28,urban
Hyundai,1000,43,female,nervous,yes,47,urban
Renault,1500,35,female,speedy,yes,28,urban
Nissan,1600,25,female,speedy,yes,27,highway
Ford,2000,74,male,speedy,yes,43,urban
Toyota,>2400,25,male,distracted,no,36,highway
Skoda,1600,48,male,rational,no,33,urban
Kia,1300,22,male,rational,yes,39,urban
Renault,1300,26,male,rational,yes,39,highway
Nissan,2000,32,male,rational,yes,49,highway
Ford,1600,62,female,rational,no,43,urban
Seat,1600,30,male,rational,yes,26,highway
Nissan,2000,48,male,speedy,yes,35,highway
Suzuki,1500,39,male,speedy,yes,37,highway
Seat,2000,44,male,rational,yes,40,urban
Mini,2000,81,female,rational,yes,42,urban
Ford,2000,42,male,rational,yes,33,highway
Volkswagen,2000,64,female,distracted,no,30,highway
Peugeot,1500,31,female,rational,yes,26,highway
Ford,2000,28,male,rational,no,38,highway
Volkswagen,1300,71,female,speedy,yes,33,highway
Opel,1600,66,male,rational,no,28,urban
Ford,1400,33,female,rational,yes,40,highway
Volkswagen,1400,55,male,rational,yes,37,urban
Nissan,2000,34,male,rational,yes,37,rural
Volkswagen,2000,37,male,rational,no,47,highway
Ford,2400,50,male,speedy,yes,28,highway
Kia,>2400,32,male,rational,yes,38,rural
Mini,1300,44,female,rational,yes,48,urban
Peugeot,1600,24,female,speedy,yes,37,urban
Toyota,2000,45,female,distracted,yes,42,urban
Skoda,1500,50,female,rational,yes,45,urban
Audi,2000,25,male,rational,yes,49,rural
Volkswagen,1600,29,male,rational,no,42,highway
Peugeot,1600,22,male,rational,yes,30,rural
Citroen,2000,28,male,speedy,yes,27,urban
Honda,2000,35,male,distracted,yes,39,urban
Kia,1600,54,female,nervous,yes,37,highway
Hyundai,1600,52,male,rational,yes,44,highway
Hyundai,2000,29,female,nervous,no,48,highway
Opel,2400,56,male,rational,yes,36,rural
Vauxhall,1000,47,female,rational,no,46,urban
Nissan,1600,39,male,rational,yes,38,highway
Vauxhall,1600,27,male,rational,yes,47,highway
Volkswagen,2000,48,male,rational,yes,48,urban
Volkswagen,1600,46,male,rational,yes,40,highway
Mazda,2000,28,male,rational,yes,38,urban
Hyundai,1600,70,male,distracted,yes,26,urban
Nissan,2000,38,male,rational,yes,40,urban
Vauxhall,1300,21,male,slow,yes,38,highway
Hyundai,1600,64,male,rational,yes,26,highway
Seat,1600,49,female,rational,yes,46,highway
BMW,1600,33,female,nervous,no,33,urban
Skoda,1600,43,female,rational,no,30,urban
Toyota,1600,63,female,rational,yes,26,urban
Opel,1500,28,female,nervous,no,48,highway
Jaguar,1600,27,male,speedy,yes,39,highway
BMW,1600,27,male,distracted,yes,31,highway
Volkswagen,2400,37,female,rational,no,31,highway
Ford,2000,54,female,rational,yes,26,highway
Audi,1600,29,male,rational,no,48,urban
Volkswagen,2000,26,female,rational,yes,25,highway
Land Rover,1500,69,male,rational,yes,45,highway
Volkswagen,1400,66,male,rational,yes,39,highway
Volkswagen,1300,73,male,nervous,no,38,urban
Nissan,2000,52,female,rational,no,43,urban
Hyundai,1400,34,female,rational,yes,39,highway
Opel,1400,83,female,rational,yes,42,urban
Toyota,1400,17,male,distracted,yes,26,highway
Mercedes Benz,2000,47,male,speedy,yes,28,urban
Toyota,1400,41,female,speedy,no,43,highway
Honda,2000,51,female,distracted,yes,32,urban
Kia,1600,39,female,rational,no,34,urban
Toyota,1400,33,male,speedy,yes,45,highway
Volkswagen,1600,41,female,speedy,no,32,urban
Toyota,1600,38,female,rational,yes,34,highway
Volkswagen,>2400,52,male,speedy,yes,27,urban
Hyundai,1300,45,male,rational,yes,32,highway
Renault,1600,37,male,rational,no,27,urban
Nissan,1600,40,female,rational,yes,39,urban
Ford,1600,22,female,rational,no,49,urban
Volkswagen,1600,55,female,rational,yes,28,highway
Volkswagen,1600,34,male,rational,yes,40,urban
Nissan,1500,56,female,rational,no,45,highway
Ford,2000,39,female,rational,yes,43,urban
Volkswagen,1300,41,male,rational,no,33,highway
Volkswagen,2000,38,male,rational,no,31,urban
Citroen,2000,32,male,rational,yes,46,urban
Volkswagen,1600,51,female,rational,no,32,rural
Seat,2000,15,female,speedy,no,43,highway
Volkswagen,2000,34,male,rational,yes,26,highway
Skoda,2000,55,female,rational,yes,39,highway
Ford,1400,25,male,rational,yes,38,urban
Nissan,1000,30,female,speedy,no,25,urban
Hyundai,1600,39,male,rational,yes,37,highway
Kia,1600,74,female,rational,yes,28,highway
Volkswagen,2000,52,female,speedy,yes,27,urban
Skoda,2000,66,male,nervous,yes,49,urban
Mercedes Benz,2400,63,female,distracted,yes,46,highway
Ford,1600,39,male,speedy,no,26,highway
Volkswagen,1300,50,male,slow,yes,30,urban
Renault,1400,28,male,nervous,no,31,urban
Jaguar,1600,53,male,rational,no,30,highway
Renault,2000,48,male,rational,no,38,urban
Vauxhall,2000,45,female,rational,yes,30,highway
Toyota,1300,41,male,speedy,yes,46,highway
Ssangyong,1500,65,female,rational,no,30,highway
Kia,2000,70,male,rational,yes,44,highway
Ford,1600,62,male,rational,yes,30,urban
Peugeot,2000,27,male,rational,yes,43,highway
Fiat,1600,18,male,rational,yes,44,rural
Volkswagen,1500,37,male,speedy,no,33,highway
Toyota,1400,44,female,rational,yes,43,highway
Hyundai,1600,35,female,rational,yes,49,urban
Hyundai,1400,26,female,rational,yes,39,highway
Volkswagen,>2400,73,male,rational,yes,32,urban
Nissan,1000,58,male,rational,yes,40,highway
Renault,2000,42,female,speedy,yes,49,highway
Skoda,1600,39,male,speedy,yes,31,rural
Toyota,1600,43,male,rational,no,40,highway
Toyota,1600,58,male,distracted,yes,34,urban
BMW,1600,53,male,distracted,yes,45,urban
Peugeot,1600,63,male,rational,yes,41,urban
Vauxhall,1600,21,female,speedy,yes,28,highway
Opel,1300,59,male,speedy,yes,28,urban
BMW,2000,43,female,speedy,yes,35,highway
Peugeot,2000,31,male,rational,yes,46,highway
Opel,1600,38,female,nervous,no,41,urban
Renault,1400,26,female,nervous,yes,37,highway
Nissan,1500,24,male,rational,yes,45,urban
Vauxhall,1300,37,female,nervous,yes,36,highway
Toyota,1600,29,male,distracted,no,44,urban
Nissan,1000,35,male,rational,yes,41,highway
Toyota,2000,50,male,rational,no,27,highway
Saab,1600,40,female,rational,yes,36,urban
Vauxhall,2000,38,female,speedy,yes,45,urban
Peugeot,1300,61,male,rational,yes,33,urban
Kia,1500,81,male,distracted,no,44,highway
Nissan,1500,68,male,rational,no,42,urban
Toyota,2000,37,male,rational,yes,44,highway
Volkswagen,2000,31,female,nervous,yes,45,urban
Renault,<900,46,female,rational,yes,43,highway
Ford,2000,39,female,speedy,no,46,urban
Audi,1500,55,female,speedy,no,41,highway
Opel,1600,26,male,rational,no,33,highway
Suzuki,2000,38,female,rational,yes,33,highway
Dacia,1600,42,male,distracted,yes,31,urban
Hyundai,1400,44,male,rational,no,25,urban
Audi,1600,28,female,rational,yes,30,urban
Audi,1300,42,male,rational,yes,31,highway
Volkswagen,1400,28,male,rational,yes,48,urban
Ford,1500,46,female,rational,yes,31,urban
Audi,1600,72,female,distracted,yes,45,highway
Volkswagen,2000,49,male,rational,yes,40,urban
Ford,1600,32,male,rational,yes,39,highway
Dacia,2000,49,male,rational,no,35,urban
Volkswagen,1400,42,male,rational,yes,38,highway
Toyota,1000,19,male,rational,yes,35,rural
Seat,1000,49,female,rational,yes,32,highway
Nissan,2000,25,female,rational,yes,26,urban
Mazda,2000,56,female,rational,yes,44,highway
Hyundai,1600,46,male,nervous,yes,39,urban
Nissan,1500,30,male,rational,yes,48,highway
Nissan,1600,24,female,rational,yes,28,highway
Honda,1600,24,female,speedy,no,32,urban
Honda,2000,61,female,rational,no,33,highway
Ford,1500,53,male,rational,no,43,highway
Volkswagen,1600,27,male,rational,no,36,highway
Ford,2000,27,female,speedy,yes,25,urban
BMW,2000,61,female,rational,yes,26,rural
Renault,2000,33,female,rational,no,48,urban
Opel,2000,41,male,rational,yes,49,urban
Kia,1600,42,female,distracted,no,40,rural
Volkswagen,1400,29,female,distracted,yes,27,highway
Vauxhall,1600,26,female,slow,yes,29,urban
Toyota,2000,42,female,rational,no,36,urban
Hyundai,1300,57,male,speedy,yes,29,highway
Vauxhall,1500,59,male,speedy,no,48,urban
Volkswagen,2000,59,female,rational,yes,36,highway
Kia,2000,31,male,distracted,yes,34,highway
Volkswagen,1400,50,female,rational,yes,44,highway
Audi,2400,83,female,rational,yes,25,urban
Peugeot,2000,38,female,rational,no,25,urban
Renault,1600,33,male,speedy,yes,36,highway
Audi,1500,39,female,speedy,no,40,urban
Land Rover,2000,31,female,rational,no,32,urban
Hyundai,2000,23,female,speedy,yes,26,rural
Ford,2000,40,male,slow,no,45,urban
Toyota,1300,18,female,speedy,yes,30,urban
Mini,2400,19,female,rational,no,46,urban
BMW,2000,34,male,distracted,yes,31,highway
Volkswagen,1000,28,male,rational,yes,47,urban
Vauxhall,2000,32,female,rational,yes,35,highway
Toyota,1000,68,female,rational,no,34,urban
Mercedes Benz,1600,51,male,rational,yes,48,highway
Nissan,1300,45,male,speedy,no,46,highway
Mini,2000,46,female,slow,yes,32,highway
Saab,2000,39,male,distracted,yes,41,urban
Ford,1600,49,male,slow,yes,38,urban
Ford,1400,27,male,rational,yes,39,urban
Nissan,2400,42,male,slow,yes,29,highway
Vauxhall,1600,64,male,slow,no,42,highway
Hyundai,2000,37,male,nervous,no,36,urban
Renault,>2400,39,male,rational,yes,32,highway
Toyota,1400,54,female,rational,yes,29,urban
Mazda,1500,48,male,distracted,yes,47,highway
Hyundai,1300,42,male,rational,yes,26,urban
Toyota,2400,34,female,distracted,yes,42,highway
Toyota,1300,50,female,speedy,yes,25,highway
BMW,1300,59,male,distracted,no,39,urban
Ford,1000,29,female,distracted,yes,30,urban
Volkswagen,1400,41,male,rational,yes,45,rural
Volkswagen,2400,30,male,rational,yes,43,urban
Volkswagen,>2400,48,male,rational,yes,49,highway
Renault,2000,52,male,nervous,yes,28,highway
BMW,1000,50,female,rational,no,28,highway
Mercedes Benz,1600,31,female,rational,yes,49,highway
Volkswagen,1500,44,female,rational,no,25,highway
Toyota,2000,63,female,rational,no,38,urban
Nissan,1600,61,male,distracted,no,29,urban
Skoda,1400,31,female,rational,yes,42,highway
Audi,1500,35,male,rational,no,48,urban
Ford,1300,19,female,rational,yes,35,rural
Nissan,2400,64,female,rational,no,33,urban
Nissan,1500,26,female,speedy,no,33,highway
BMW,1300,23,male,rational,yes,31,highway
Audi,2000,59,female,speedy,no,46,highway
Volkswagen,1500,24,female,rational,yes,36,urban
Nissan,1600,57,male,rational,no,28,urban
Opel,1300,39,male,rational,yes,49,urban
Kia,1400,60,male,rational,yes,49,rural
Toyota,2400,62,male,rational,yes,37,urban
Land Rover,1500,52,male,rational,no,49,urban
BMW,2000,63,female,rational,yes,38,urban
Volkswagen,1600,37,male,speedy,yes,30,highway
Ford,2400,35,female,slow,yes,46,highway
Saab,2400,29,male,rational,yes,26,highway
Ford,2000,47,female,rational,yes,25,urban
Skoda,1400,31,female,distracted,yes,32,rural
Opel,1400,43,male,rational,yes,48,urban
Volkswagen,1300,41,male,speedy,yes,38,urban
Volkswagen,1600,23,male,rational,yes,27,highway
Kia,2000,41,male,rational,yes,38,urban
Volkswagen,2400,64,male,slow,yes,49,urban
Ford,1000,41,female,speedy,yes,26,highway
BMW,2000,39,male,rational,yes,31,urban
Honda,1400,38,female,speedy,yes,48,highway
BMW,1000,25,male,rational,no,26,urban
Honda,1300,32,male,rational,no,29,highway
Land Rover,2000,17,female,rational,yes,34,urban
Audi,2000,64,male,speedy,yes,40,rural
Mercedes Benz,2000,31,male,rational,yes,34,highway
Ford,1300,48,male,rational,no,35,urban
Ford,2000,52,male,rational,yes,47,highway
Hyundai,1400,40,male,rational,yes,49,urban
Porsche,1500,33,male,rational,yes,43,highway
Toyota,1600,50,male,distracted,no,45,rural
Vauxhall,1600,27,male,rational,no,25,highway
Toyota,1500,35,male,rational,yes,41,highway
Hyundai,2000,59,male,rational,yes,47,urban
Toyota,1600,64,male,speedy,no,30,highway
Ford,1600,43,female,distracted,no,38,urban
Vauxhall,2000,49,female,rational,yes,48,urban
Audi,1300,50,male,distracted,no,38,highway
Subaru,1500,24,male,rational,yes,44,urban
Vauxhall,<900,24,male,speedy,no,48,urban
Volkswagen,2000,47,male,rational,no,35,urban
Skoda,1600,51,male,rational,no,26,urban
Mercedes Benz,1000,62,male,distracted,no,25,urban
Mazda,1600,29,male,rational,yes,42,highway
Ford,1600,55,male,rational,yes,34,highway
Toyota,2000,20,male,distracted,yes,37,urban
Renault,1300,45,male,nervous,no,35,urban
Volvo,1600,46,female,rational,yes,39,urban
Volkswagen,2000,60,female,rational,no,45,urban
Volkswagen,1600,46,male,speedy,yes,46,urban
Mercedes Benz,2000,33,male,rational,yes,32,urban
Volkswagen,2000,41,male,rational,yes,44,urban
Ford,1000,25,male,speedy,yes,40,urban
Toyota,2000,32,male,nervous,yes,44,urban
Ford,1600,26,female,rational,yes,26,highway
Mercedes Benz,1500,84,female,rational,no,32,highway
Renault,1300,63,male,rational,yes,31,urban
Hyundai,1600,71,female,rational,yes,31,highway
Renault,1400,38,male,rational,no,31,urban
BMW,1000,30,female,nervous,yes,47,highway
Toyota,1500,56,male,nervous,no,47,highway
Audi,1400,18,female,rational,yes,28,highway
Vauxhall,1500,64,female,rational,yes,43,urban
Ford,2400,53,female,rational,yes,26,highway
Nissan,1600,33,male,rational,no,27,urban
Kia,1600,72,male,rational,yes,26,urban
Audi,1400,50,female,speedy,yes,25,highway
Hyundai,1500,25,male,rational,yes,42,highway
Renault,1300,19,male,distracted,yes,43,urban
BMW,1600,36,male,rational,yes,34,urban
Ford,1500,20,male,rational,yes,26,highway
Volkswagen,1600,63,female,rational,yes,44,highway
BMW,1600,58,male,speedy,yes,41,urban
Vauxhall,1400,22,male,speedy,no,37,highway
Volkswagen,2000,47,male,speedy,yes,26,highway
Ford,1400,41,male,speedy,no,25,urban
Audi,1400,76,female,distracted,yes,25,rural
Nissan,1000,53,female,speedy,yes,35,urban
Citroen,1400,35,male,rational,no,29,highway
Volkswagen,1600,62,male,rational,yes,35,urban
Hyundai,1500,46,male,distracted,no,46,urban
Renault,2000,57,male,speedy,yes,45,rural
Volkswagen,1600,27,male,rational,yes,43,urban
Renault,1600,45,male,rational,no,43,highway
Volkswagen,2000,26,male,distracted,yes,40,urban
Renault,2000,41,male,speedy,yes,37,highway
Toyota,2400,34,female,speedy,yes,32,highway
Fiat,1600,28,male,rational,yes,48,urban
Ford,1600,30,male,nervous,no,45,highway
BMW,2400,70,female,rational,yes,48,urban
Hyundai,2000,24,male,rational,no,37,highway
Mazda,2000,26,male,distracted,no,33,highway
Audi,1600,44,male,rational,yes,33,highway
Renault,2000,21,female,rational,yes,28,highway
Vauxhall,2000,27,female,rational,no,34,urban
Kia,2000,43,female,speedy,yes,35,highway
Honda,1500,37,male,speedy,no,45,rural
Ford,2000,35,female,speedy,no,43,urban
Audi,1000,45,female,rational,yes,48,highway
Audi,1300,39,male,nervous,yes,32,highway
Volkswagen,1300,22,male,rational,no,44,highway
Opel,1400,66,female,rational,no,47,highway
Lexus,1600,32,male,speedy,yes,29,highway
Honda,1600,21,male,rational,yes,47,urban
Volkswagen,1400,38,female,rational,no,35,highway
BMW,2000,83,male,rational,yes,43,highway
Nissan,2000,26,female,rational,no,29,highway
Mercedes Benz,2000,47,female,rational,no,40,rural
Renault,2400,29,male,rational,yes,32,rural
Opel,1600,27,female,rational,yes,46,urban
Toyota,2000,36,female,rational,yes,44,urban
Vauxhall,1600,30,female,distracted,no,44,urban
Kia,1600,74,female,speedy,yes,28,rural
Dacia,1300,26,female,rational,yes,34,urban
Nissan,2000,52,female,speedy,yes,39,highway
Toyota,1500,32,male,speedy,yes,49,urban
Mitsubishi,2000,33,female,speedy,yes,39,urban
Peugeot,2000,43,male,rational,yes,38,urban
Kia,2000,50,male,speedy,yes,34,highway
Toyota,1500,40,male,rational,yes,46,highway
Honda,2000,62,female,rational,yes,27,highway
Toyota,1500,20,male,rational,no,31,highway
Opel,1300,27,male,rational,yes,32,highway
Nissan,1300,54,female,rational,yes,48,urban
Ford,2000,16,male,rational,no,27,highway
Ford,2000,39,male,speedy,yes,48,urban
Honda,1500,29,female,rational,yes,32,rural
Ford,1600,44,female,rational,no,41,highway
Volkswagen,1500,59,male,rational,yes,44,urban
Peugeot,1300,26,male,distracted,no,30,urban
Hyundai,1000,47,male,nervous,yes,48,urban
Renault,1600,51,female,rational,no,33,rural
Hyundai,1600,40,male,distracted,yes,34,urban
Mercedes Benz,1600,54,male,rational,no,25,urban
Opel,2000,27,female,rational,yes,32,highway
Skoda,1500,31,female,rational,no,26,urban
Toyota,2000,42,male,rational,no,29,highway
Renault,2400,36,male,rational,yes,33,highway
Volvo,1600,36,male,speedy,yes,49,urban
Opel,2000,65,male,nervous,no,29,highway
Ford,1300,48,female,rational,yes,37,urban
Audi,2000,30,male,rational,no,30,highway
Volkswagen,2000,58,male,speedy,no,41,highway
Land Rover,2000,31,male,rational,no,33,urban
Volkswagen,1600,53,male,speedy,no,41,urban
Dacia,1600,25,female,rational,yes,38,highway
Hyundai,1600,18,female,rational,yes,38,highway
Volkswagen,1500,60,male,rational,yes,31,highway
Toyota,1600,26,female,speedy,yes,29,urban
Vauxhall,1600,43,male,rational,no,44,highway
Toyota,1500,74,female,rational,yes,45,highway
Opel,1400,35,male,rational,yes,43,rural
Volkswagen,2000,49,male,rational,yes,46,urban
Opel,2000,70,female,rational,no,33,highway
Ford,2000,31,female,rational,yes,38,highway
Toyota,<900,63,male,rational,yes,44,highway
Renault,1600,51,male,rational,yes,49,highway
Skoda,2000,19,male,speedy,yes,45,highway
Renault,2000,41,male,rational,no,35,highway
Volkswagen,2000,52,male,rational,yes,43,highway
Mazda,1400,40,male,speedy,no,32,urban
Vauxhall,2000,46,male,rational,yes,45,urban
Volkswagen,2000,70,male,rational,no,40,urban
Toyota,2000,39,male,rational,yes,35,highway
Seat,>2400,67,male,rational,yes,30,urban
BMW,2000,23,female,rational,yes,27,highway
Audi,2000,33,female,rational,no,43,urban
Volkswagen,1600,35,female,rational,yes,49,highway
Toyota,1600,48,female,rational,no,39,urban
Volkswagen,1600,21,female,rational,yes,47,highway
Hyundai,1400,48,female,distracted,yes,36,highway
Dacia,1300,28,male,speedy,yes,47,urban
Skoda,1600,34,male,distracted,yes,49,highway
Peugeot,2400,68,female,rational,yes,37,highway
Skoda,1500,30,male,nervous,no,37,highway
Ford,1600,39,male,speedy,yes,39,urban
Audi,2000,25,male,rational,yes,34,highway
Kia,2000,43,male,speedy,no,41,highway
Citroen,1500,41,male,rational,yes,33,highway
Renault,1600,53,female,rational,yes,32,urban
